Ndex	Pokémon		HP	Atk	Def	SpAtk	spDef	Speed	Prom
124	Jynx 	65	50	35	115	95	95	75,83
125	Electabuzz 	65	83	57	95	85	105	81,67
126	Magmar 	65	95	57	100	85	93	82,5
127	Pinsir 	65	125	100	55	70	85	83,33
128	Tauros 	75	100	95	40	70	110	81,67
129	Magikarp 	20	10	55	15	20	80	33,33
130	Gyarados 	95	125	79	60	100	81	90
131	Lapras 	130	85	80	85	95	60	89,17
132	Ditto 	48	48	48	48	48	48	48
133	Eevee 	55	55	50	45	65	55	54,17
134	Vaporeon 	130	65	60	110	95	65	87,5
135	Jolteon 	65	65	60	110	95	130	87,5
136	Flareon 	65	130	60	95	110	65	87,5
137	Porygon 	65	60	70	85	75	40	65,83
138	Omanyte 	35	40	100	90	55	35	59,17
139	Omastar 	70	60	125	115	70	55	82,5
140	Kabuto 	30	80	90	55	45	55	59,17
141	Kabutops 	60	115	105	65	70	80	82,5
142	Aerodactyl 	80	105	65	60	75	130	85,83
143	Snorlax 	160	110	65	65	110	30	90
144	Articuno 	90	85	100	95	125	85	96,67
145	Zapdos 	90	90	85	125	90	100	96,67
146	Moltres 	90	100	90	125	85	90	96,67
147	Dratini 	41	64	45	50	50	50	50
148	Dragonair 	61	84	65	70	70	70	70
149	Dragonite 	91	134	95	100	100	80	100
150	Mewtwo 	106	110	90	154	90	130	113,33
151	Mew 	100	100	100	100	100	100	100
152	Chikorita 	45	49	65	49	65	45	53
153	Bayleef 	60	62	80	63	80	60	67,5
154	Meganium 	80	82	100	83	100	80	87,5
155	Cyndaquil 	39	52	43	60	50	65	51,5
156	Quilava 	58	64	58	80	65	80	67,5
157	Typhlosion 	78	84	78	109	85	100	89
158	Totodile 	50	65	64	44	48	43	52,33
159	Croconaw 	65	80	80	59	63	58	67,5
160	Feraligatr 	85	105	100	79	83	78	88,33
161	Sentret 	35	46	34	35	45	20	35,83
162	Furret 	85	76	64	45	55	90	69,17
163	Hoothoot 	60	30	30	36	56	50	43,67
164	Noctowl 	100	50	50	76	96	70	73,67
165	Ledyba 	40	20	30	40	80	55	44,17
166	Ledian 	55	35	50	55	110	85	65
167	Spinarak 	40	60	40	40	40	30	41,67
168	Ariados 	70	90	70	60	60	40	65
169	Crobat 	85	90	80	70	80	130	89,17
170	Chinchou 	75	38	38	56	56	67	55
171	Lanturn 	125	58	58	76	76	67	76,67
172	Pichu 	20	40	15	35	35	60	34,17
173	Cleffa 	50	25	28	45	55	15	36,33
174	Igglybuff 	90	30	15	40	20	15	35
175	Togepi 	35	20	65	40	65	20	40,83
176	Togetic 	55	40	85	80	105	40	67,5
177	Natu 	40	50	45	70	45	70	53,33
178	Xatu 	65	75	70	95	70	95	78,33
179	Mareep 	55	40	40	65	45	35	46,67
180	Flaaffy 	70	55	55	80	60	45	60,83
181	Ampharos 	90	75	75	115	90	55	83,33
182	Bellossom 	75	80	85	90	100	50	80
183	Marill 	70	20	50	20	50	40	41,67
184	Azumarill 	100	50	80	50	80	50	68,33
185	Sudowoodo 	70	100	115	30	65	30	68,33
186	Politoed 	90	75	75	90	100	70	83,33
187	Hoppip 	35	35	40	35	55	50	41,67
188	Skiploom 	55	45	50	45	65	80	56,67
189	Jumpluff 	75	55	70	55	85	110	75
190	Aipom 	55	70	55	40	55	85	60
191	Sunkern 	30	30	30	30	30	30	30
192	Sunflora 	75	75	55	105	85	30	70,83
193	Yanma 	65	65	45	75	45	95	65
194	Wooper 	55	45	45	25	25	15	35
195	Quagsire 	95	85	85	65	65	35	71,67
196	Espeon 	65	65	60	130	95	110	87,5
197	Umbreon 	95	65	110	60	130	65	87,5
198	Murkrow 	60	85	42	85	42	91	67,5
199	Slowking 	95	75	80	100	110	30	81,67
200	Misdreavus 	60	60	60	85	85	85	72,5
201	Unown 	48	72	48	72	48	48	56
202	Wobbuffet 	190	33	58	33	58	33	67,5
203	Girafarig 	70	80	65	90	65	85	75,83
204	Pineco 	50	65	90	35	35	15	48,33
205	Forretress 	75	90	140	60	60	40	77,5
206	Dunsparce 	100	70	70	65	65	45	69,17
207	Gligar 	65	75	105	35	65	85	71,67
208	Steelix 	75	85	200	55	65	30	85
209	Snubbull 	60	80	50	40	40	30	50
210	Granbull 	90	120	75	60	60	45	75
211	Qwilfish 	65	95	75	55	55	85	71,67
212	Scizor 	70	130	100	55	80	65	83,33
213	Shuckle 	20	10	230	10	230	5	84,17
214	Heracross 	80	125	75	40	95	85	83,33
215	Sneasel 	55	95	55	35	75	115	71,67
216	Teddiursa 	60	80	50	50	50	40	55
217	Ursaring 	90	130	75	75	75	55	83,33
218	Slugma 	40	40	40	70	40	20	41,67
219	Magcargo 	50	50	120	80	80	30	68,33
220	Swinub 	50	50	40	30	30	50	41,67
221	Piloswine 	100	100	80	60	60	50	75
222	Corsola 	55	55	85	65	85	35	63,33
223	Remoraid 	35	65	35	65	35	65	50
224	Octillery 	75	105	75	105	75	45	80
225	Delibird 	45	55	45	65	45	75	55
226	Mantine 	65	40	70	80	140	70	77,5
227	Skarmory 	65	80	140	40	70	70	77,5
228	Houndour 	45	60	30	80	50	65	55
229	Houndoom 	75	90	50	110	80	95	83,33
230	Kingdra 	75	95	95	95	95	85	90
231	Phanpy 	90	60	60	40	40	40	55
232	Donphan 	90	120	120	60	60	50	83,33
233	Porygon2 	85	80	90	105	95	60	85,83
234	Stantler 	73	95	62	85	65	85	77,5
235	Smeargle 	55	20	35	20	45	75	41,67
236	Tyrogue 	35	35	35	35	35	35	35
237	Hitmontop 	50	95	95	35	110	70	75,83
238	Smoochum 	45	30	15	85	65	65	50,83
239	Elekid 	45	63	37	65	55	95	60
240	Magby 	45	75	37	70	55	83	60,83
241	Miltank 	95	80	105	40	70	100	81,67
242	Blissey 	255	10	10	75	135	55	90
243	Raikou 	90	85	75	115	100	115	96,67
244	Entei 	115	115	85	90	75	100	96,67
245	Suicune 	100	75	115	90	115	85	96,67
246	Larvitar 	50	64	50	45	50	41	50
247	Pupitar 	70	84	70	65	70	51	68,33
248	Tyranitar 	100	134	110	95	100	61	100
249	Lugia 	106	90	130	90	154	110	113,33
250	Ho-Oh 	106	130	90	110	154	90	113,33
251	Celebi 	100	100	100	100	100	100	100
252	Treecko 	40	45	35	65	55	70	51,67
253	Grovyle 	50	65	45	85	65	95	67,5
254	Sceptile 	70	85	65	105	85	120	88,33
255	Torchic 	45	60	40	70	50	45	51,67
256	Combusken 	60	85	60	85	60	55	67,5
257	Blaziken 	80	120	70	110	70	80	88,33
258	Mudkip 	50	70	50	50	50	40	51,67
259	Marshtomp 	70	85	70	60	70	50	67,5
260	Swampert 	100	110	90	85	90	60	89,17
261	Poochyena 	35	55	35	30	30	35	36,67
262	Mightyena 	70	90	70	60	60	70	70
263	Zigzagoon 	38	30	41	30	41	60	40
264	Linoone 	78	70	61	50	61	100	70
265	Wurmple 	45	45	35	20	30	20	32,5
266	Silcoon 	50	35	55	25	25	15	34,17
267	Beautifly 	60	70	50	90	50	65	64,17
268	Cascoon 	50	35	55	25	25	15	34,17
269	Dustox 	60	50	70	50	90	65	64,17
270	Lotad 	40	30	30	40	50	30	36,67
271	Lombre 	60	50	50	60	70	50	56,67
272	Ludicolo 	80	70	70	90	100	70	80
273	Seedot 	40	40	50	30	30	30	36,67
274	Nuzleaf 	70	70	40	60	40	60	56,67
275	Shiftry 	90	100	60	90	60	80	80
276	Taillow 	40	55	30	30	30	85	45
277	Swellow 	60	85	60	50	50	125	71,67
278	Wingull 	40	30	30	55	30	85	45
279	Pelipper 	60	50	100	85	70	65	71,67
280	Ralts 	28	25	25	45	35	40	33
281	Kirlia 	38	35	35	65	55	50	46,33
282	Gardevoir 	68	65	65	125	115	80	86,33
283	Surskit 	40	30	32	50	52	65	44,83
284	Masquerain 	70	60	62	80	82	60	69
285	Shroomish 	60	40	60	40	60	35	49,17
286	Breloom 	60	130	80	60	60	70	76,67
287	Slakoth 	60	60	60	35	35	30	46,67
288	Vigoroth 	80	80	80	55	55	90	73,33
289	Slaking 	150	160	100	95	65	100	111,67
290	Nincada 	31	45	90	30	30	40	44,33
291	Ninjask 	61	90	45	50	50	160	76
292	Shedinja 	1	90	45	30	30	40	39,33
293	Whismur 	64	51	23	51	23	28	40
294	Loudred 	84	71	43	71	43	48	60
295	Exploud 	104	91	63	91	63	68	80
296	Makuhita 	72	60	30	20	30	25	39,5
297	Hariyama 	144	120	60	40	60	50	79
298	Azurill 	50	20	40	20	40	20	31,67
299	Nosepass 	30	45	135	45	90	30	62,5
300	Skitty 	50	45	45	35	35	50	43,33
301	Delcatty 	70	65	65	55	55	70	63,33
302	Sableye 	50	75	75	65	65	50	63,33
303	Mawile 	50	85	85	55	55	50	63,33
304	Aron 	50	70	100	40	40	30	55
305	Lairon 	60	90	140	50	50	40	71,67
306	Aggron 	70	110	180	60	60	50	88,33
307	Meditite 	30	40	55	40	55	60	46,67
308	Medicham 	60	60	75	60	75	80	68,33
309	Electrike 	40	45	40	65	40	65	49,17
310	Manectric 	70	75	60	105	60	105	79,17
311	Plusle 	60	50	40	85	75	95	67,5
312	Minun 	60	40	50	75	85	95	67,5
313	Volbeat 	65	73	55	47	75	85	66,67
314	Illumise 	65	47	55	73	75	85	66,67
315	Roselia 	50	60	45	100	80	65	66,67
316	Gulpin 	70	43	53	43	53	40	50,33
317	Swalot 	100	73	83	73	83	55	77,83
318	Carvanha 	45	90	20	65	20	65	50,83
319	Sharpedo 	70	120	40	95	40	95	76,67
320	Wailmer 	130	70	35	70	35	60	66,67
321	Wailord 	170	90	45	90	45	60	83,33
322	Numel 	60	60	40	65	45	35	50,83
323	Camerupt 	70	100	70	105	75	40	76,67
324	Torkoal 	70	85	140	85	70	20	78,33
325	Spoink 	60	25	35	70	80	60	55
326	Grumpig 	80	45	65	90	110	80	78,33
327	Spinda 	60	60	60	60	60	60	60
328	Trapinch 	45	100	45	45	45	10	48,33
329	Vibrava 	50	70	50	50	50	70	56,67
330	Flygon 	80	100	80	80	80	100	86,67
331	Cacnea 	50	85	40	85	40	35	55,83
332	Cacturne 	70	115	60	115	60	55	79,17
333	Swablu 	45	40	60	40	75	50	51,67
334	Altaria 	75	70	90	70	105	80	81,67
335	Zangoose 	73	115	60	60	60	90	76,33
336	Seviper 	73	100	60	100	60	65	76,33
337	Lunatone 	70	55	65	95	85	70	73,33
338	Solrock 	70	95	85	55	65	70	73,33
339	Barboach 	50	48	43	46	41	60	48
340	Whiscash 	110	78	73	76	71	60	78
341	Corphish 	43	80	65	50	35	35	51,33
342	Crawdaunt 	63	120	85	90	55	55	78
343	Baltoy 	40	40	55	40	70	55	50
344	Claydol 	60	70	105	70	120	75	83,33
345	Lileep 	66	41	77	61	87	23	59,17
346	Cradily 	86	81	97	81	107	43	82,5
347	Anorith 	45	95	50	40	50	75	59,17
348	Armaldo 	75	125	100	70	80	45	82,5
349	Feebas 	20	15	20	10	55	80	33,33
350	Milotic 	95	60	79	100	125	81	90
351	Castform 	70	70	70	70	70	70	70
352	Kecleon 	60	90	70	60	120	40	73,33
353	Shuppet 	44	75	35	63	33	45	49,17
354	Banette 	64	115	65	83	63	65	75,83
355	Duskull 	20	40	90	30	90	25	49,17
356	Dusclops 	40	70	130	60	130	25	75,83
357	Tropius 	99	68	83	72	87	51	76,67
358	Chimecho 	65	50	70	95	80	65	70,83
359	Absol 	65	130	60	75	60	75	77,5
360	Wynaut 	95	23	48	23	48	23	43,33
361	Snorunt 	50	50	50	50	50	50	50
362	Glalie 	80	80	80	80	80	80	80
363	Spheal 	70	40	50	55	50	25	48,33
364	Sealeo 	90	60	70	75	70	45	68,33
365	Walrein 	110	80	90	95	90	65	88,33
366	Clamperl 	35	64	85	74	55	32	57,5
367	Huntail 	55	104	105	94	75	52	80,83
368	Gorebyss 	55	84	105	114	75	52	80,83
369	Relicanth 	100	90	130	45	65	55	80,83
370	Luvdisc 	43	30	55	40	65	97	55
371	Bagon 	45	75	60	40	30	50	50
372	Shelgon 	65	95	100	60	50	50	70
373	Salamence 	95	135	80	110	80	100	100
374	Beldum 	40	55	80	35	60	30	50
375	Metang 	60	75	100	55	80	50	70
376	Metagross 	80	135	130	95	90	70	100
377	Regirock 	80	100	200	50	100	50	96,67
378	Regice 	80	50	100	100	200	50	96,67
379	Registeel 	80	75	150	75	150	50	96,67
380	Latias 	80	80	90	110	130	110	100
381	Latios 	80	90	80	130	110	110	100
382	Kyogre 	100	100	90	150	140	90	111,67
383	Groudon 	100	150	140	100	90	90	111,67
384	Rayquaza 	105	150	90	150	90	95	113,33
385	Jirachi 	100	100	100	100	100	100	100
386	Deoxys   	50	150	50	150	50	150	100
387	Turtwig 	55	68	64	45	55	31	53
388	Grotle 	75	89	85	55	65	36	67,5
389	Torterra 	95	109	105	75	85	56	87,5
390	Chimchar 	44	58	44	58	44	61	51,5
391	Monferno 	64	78	52	78	52	81	67,5
392	Infernape 	76	104	71	104	71	108	89
393	Piplup 	53	51	53	61	56	40	52,33
394	Prinplup 	64	66	68	81	76	50	67,5
395	Empoleon 	84	86	88	111	101	60	88,33
396	Starly 	40	55	30	30	30	60	40,83
397	Staravia 	55	75	50	40	40	80	56,67
398	Staraptor 	85	120	70	50	50	100	79,17
399	Bidoof 	59	45	40	35	40	31	41,67
400	Bibarel 	79	85	60	55	60	71	68,33
401	Kricketot 	37	25	41	25	41	25	32,33
402	Kricketune 	77	85	51	55	51	65	64
403	Shinx 	45	65	34	40	34	45	43,83
404	Luxio 	60	85	49	60	49	60	60,5
405	Luxray 	80	120	79	95	79	70	87,17
406	Budew 	40	30	35	50	70	55	46,67
407	Roserade 	60	70	55	125	105	90	84,17
408	Cranidos 	67	125	40	30	30	58	58,33
409	Rampardos 	97	165	60	65	50	58	82,5
410	Shieldon 	30	42	118	42	88	30	58,33
411	Bastiodon 	60	52	168	47	138	30	82,5
412	Burmy 	40	29	45	29	45	36	37,33
413	Wormadam 	60	59	85	79	105	36	70,67
414	Mothim 	70	94	50	94	50	66	70,67
415	Combee 	30	30	42	30	42	70	40,67
416	Vespiquen 	70	80	102	80	102	40	79
417	Pachirisu 	60	45	70	45	90	95	67,5
418	Buizel 	55	65	35	60	30	85	55
419	Floatzel 	85	105	55	85	50	115	82,5
420	Cherubi 	45	35	45	62	53	35	45,83
421	Cherrim 	70	60	70	87	78	85	75
422	Shellos 	76	48	48	57	62	34	54,17
423	Gastrodon 	111	83	68	92	82	39	79,17
424	Ambipom 	75	100	66	60	66	115	80,33
425	Drifloon 	90	50	34	60	44	70	58
426	Drifblim 	150	80	44	90	54	80	83
427	Buneary 	55	66	44	44	56	85	58,33
428	Lopunny 	65	76	84	54	96	105	80
429	Mismagius 	60	60	60	105	105	105	82,5
430	Honchkrow 	100	125	52	105	52	71	84,17
431	Glameow 	49	55	42	42	37	85	51,67
432	Purugly 	71	82	64	64	59	112	75,33
433	Chingling 	45	30	50	65	50	45	47,5
434	Stunky 	63	63	47	41	41	74	54,83
435	Skuntank 	103	93	67	71	61	84	79,83
436	Bronzor 	57	24	86	24	86	23	50
437	Bronzong 	67	89	116	79	116	33	83,33
438	Bonsly 	50	80	95	10	45	10	48,33
439	Mime Jr. 	20	25	45	70	90	60	51,67
440	Happiny 	100	5	5	15	65	30	36,67
441	Chatot 	76	65	45	92	42	91	68,5
442	Spiritomb 	50	92	108	92	108	35	80,83
443	Gible 	58	70	45	40	45	42	50
444	Gabite 	68	90	65	50	55	82	68,33
445	Garchomp 	108	130	95	80	85	102	100
446	Munchlax 	135	85	40	40	85	5	65
447	Riolu 	40	70	40	35	40	60	47,5
448	Lucario 	70	110	70	115	70	90	87,5
449	Hippopotas 	68	72	78	38	42	32	55
450	Hippowdon 	108	112	118	68	72	47	87,5
451	Skorupi 	40	50	90	30	55	65	55
452	Drapion 	70	90	110	60	75	95	83,33
453	Croagunk 	48	61	40	61	40	50	50
454	Toxicroak 	83	106	65	86	65	85	81,67
455	Carnivine 	74	100	72	90	72	46	75,67
456	Finneon 	49	49	56	49	61	66	55
457	Lumineon 	69	69	76	69	86	91	76,67
458	Mantyke 	45	20	50	60	120	50	57,5
459	Snover 	60	62	50	62	60	40	55,67
460	Abomasnow 	90	92	75	92	85	60	82,33
461	Weavile 	70	120	65	45	85	125	85
462	Magnezone 	70	70	115	130	90	60	89,17
463	Lickilicky 	110	85	95	80	95	50	85,83
464	Rhyperior 	115	140	130	55	55	40	89,17
465	Tangrowth 	100	100	125	110	50	50	89,17
466	Electivire 	75	123	67	95	85	95	90
467	Magmortar 	75	95	67	125	95	83	90
468	Togekiss 	85	50	95	120	115	80	90,83
469	Yanmega 	86	76	86	116	56	95	85,83
470	Leafeon 	65	110	130	60	65	95	87,5
471	Glaceon 	65	60	110	130	95	65	87,5
472	Gliscor 	75	95	125	45	75	95	85
473	Mamoswine 	110	130	80	70	60	80	88,33
474	Porygon-Z 	85	80	70	135	75	90	89,17
475	Gallade 	68	125	65	65	115	80	86,33
476	Probopass 	60	55	145	75	150	40	87,5
477	Dusknoir 	45	100	135	65	135	45	87,5
478	Froslass 	70	80	70	80	70	110	80
479	Rotom 	50	50	77	95	77	91	73,33
480	Uxie 	75	75	130	75	130	95	96,67
481	Mesprit 	80	105	105	105	105	80	96,67
482	Azelf 	75	125	70	125	70	115	96,67
483	Dialga 	100	120	120	150	100	90	113,33
484	Palkia 	90	120	100	150	120	100	113,33
485	Heatran 	91	90	106	130	106	77	100
486	Regigigas 	110	160	110	80	110	100	111,67
487	Giratina 	150	100	120	100	120	90	113,33
488	Cresselia 	120	70	120	75	130	85	100
489	Phione 	80	80	80	80	80	80	80
490	Manaphy 	100	100	100	100	100	100	100
491	Darkrai 	70	90	90	135	90	125	100
492	Shaymin 	100	100	100	100	100	100	100
493	Arceus 	120	120	120	120	120	120	120
494	Victini 	100	100	100	100	100	100	100
495	Snivy 	45	45	55	45	55	63	51,33
496	Servine 	60	60	75	60	75	83	68,83
497	Serperior 	75	75	95	75	95	113	88
498	Tepig 	65	63	45	45	45	45	51,33
499	Pignite 	90	93	55	70	55	55	69,67
500	Emboar 	110	123	65	100	65	65	88
501	Oshawott 	55	55	45	63	45	45	51,33
502	Dewott 	75	75	60	83	60	60	68,83
503	Samurott 	95	100	85	108	70	70	88
504	Patrat 	45	55	39	35	39	42	42,5
505	Watchog 	60	85	69	60	69	77	70
506	Lillipup 	45	60	45	25	45	55	45,83
507	Herdier 	65	80	65	35	65	60	61,67
508	Stoutland 	85	100	90	45	90	80	81,67
509	Purrloin 	41	50	37	50	37	66	46,83
510	Liepard 	64	88	50	88	50	106	74,33
511	Pansage 	50	53	48	53	48	64	52,67
512	Simisage 	75	98	63	98	63	101	83
513	Pansear 	50	53	48	53	48	64	52,67
514	Simisear 	75	98	63	98	63	101	83
515	Panpour 	50	53	48	53	48	64	52,67
516	Simipour 	75	98	63	98	63	101	83
517	Munna 	76	25	45	67	55	24	48,67
518	Musharna 	116	55	85	107	95	29	81,17
519	Pidove 	50	55	50	36	30	43	44
520	Tranquill 	62	77	62	50	42	65	59,67
521	Unfezant 	80	105	80	65	55	93	79,67
522	Blitzle 	45	60	32	50	32	76	49,17
523	Zebstrika 	75	100	63	80	63	116	82,83
524	Roggenrola 	55	75	85	25	25	15	46,67
525	Boldore 	70	105	105	50	40	20	65
526	Gigalith 	85	135	130	60	70	25	84,17
527	Woobat 	55	45	43	55	43	72	52,17
528	Swoobat 	67	57	55	77	55	114	70,83
529	Drilbur 	60	85	40	30	45	68	54,67
530	Excadrill 	110	135	60	50	65	88	84,67
531	Audino 	103	60	86	60	86	50	74,17
532	Timburr 	75	80	55	25	35	35	50,83
533	Gurdurr 	85	105	85	40	50	40	67,5
534	Conkeldurr 	105	140	95	55	65	45	84,17
535	Tympole 	50	50	40	50	40	64	49
536	Palpitoad 	75	65	55	65	55	69	64
537	Seismitoad 	105	85	75	85	75	74	83,17
538	Throh 	120	100	85	30	85	45	77,5
539	Sawk 	75	125	75	30	75	85	77,5
540	Sewaddle 	45	53	70	40	60	42	51,67
541	Swadloon 	55	63	90	50	80	42	63,33
542	Leavanny 	75	103	80	70	70	92	81,67
543	Venipede 	30	45	59	30	39	57	43,33
544	Whirlipede 	40	55	99	40	79	47	60
545	Scolipede 	60	90	89	55	69	112	79,17
546	Cottonee 	40	27	60	37	50	66	46,67
547	Whimsicott 	60	67	85	77	75	116	80
548	Petilil 	45	35	50	70	50	30	46,67
549	Lilligant 	70	60	75	110	75	90	80
550	Basculin 	70	92	65	80	55	98	76,67
551	Sandile 	50	72	35	35	35	65	48,67
552	Krokorok 	60	82	45	45	45	74	58,5
553	Krookodile 	95	117	70	65	70	92	84,83
554	Darumaka 	70	90	45	15	45	50	52,5
555	Darmanitan 	105	140	55	30	55	95	80
556	Maractus 	75	86	67	106	67	60	76,83
557	Dwebble 	50	65	85	35	35	55	54,17
558	Crustle 	70	95	125	65	75	45	79,17
559	Scraggy 	50	75	70	35	70	48	58
560	Scrafty 	65	90	115	45	115	58	81,33
561	Sigilyph 	72	58	80	103	80	97	81,67
562	Yamask 	38	30	85	55	65	30	50,5
563	Cofagrigus 	58	50	145	95	105	30	80,5
564	Tirtouga 	54	78	103	53	45	22	59,17
565	Carracosta 	74	108	133	83	65	32	82,5
566	Archen 	55	112	45	74	45	70	66,83
567	Archeops 	75	140	65	112	65	110	94,5
568	Trubbish 	50	50	62	40	62	65	54,83
569	Garbodor 	80	95	82	60	82	75	79
570	Zorua 	40	65	40	80	40	65	55
571	Zoroark 	60	105	60	120	60	105	85
572	Minccino 	55	50	40	40	40	75	50
573	Cinccino 	75	95	60	65	60	115	78,33
574	Gothita 	45	30	50	55	65	45	48,33
575	Gothorita 	60	45	70	75	85	55	65
576	Gothitelle 	70	55	95	95	110	65	81,67
577	Solosis 	45	30	40	105	50	20	48,33
578	Duosion 	65	40	50	125	60	30	61,67
579	Reuniclus 	110	65	75	125	85	30	81,67
580	Ducklett 	62	44	50	44	50	55	50,83
581	Swanna 	75	87	63	87	63	98	78,83
